instant,date,season,year,month,hour,holiday,weekday,workingday,weather,temp,humidity,windspeed,rentals
10360,2012-03-12,1,1,3,18,0,1,1,2,24.9,43.0,11.06,712
10361,2012-03-12,1,1,3,19,0,1,1,2,23.3,49.0,12.76,446
10362,2012-03-12,1,1,3,20,0,1,1,2,23.3,49.0,12.76,286
10363,2012-03-12,1,1,3,21,0,1,1,2,22.5,56.00000000000001,12.76,205
10364,2012-03-12,1,1,3,22,0,1,1,2,23.3,56.00000000000001,12.76,133
10365,2012-03-12,1,1,3,23,0,1,1,1,23.3,56.00000000000001,12.76,63
10366,2012-03-13,1,1,3,0,0,2,1,2,23.3,52.0,11.06,26
10367,2012-03-13,1,1,3,1,0,2,1,2,21.7,59.0,12.76,16
10368,2012-03-13,1,1,3,2,0,2,1,3,21.7,72.0,17.01,1
10369,2012-03-13,1,1,3,3,0,2,1,3,21.7,72.0,17.01,2
10370,2012-03-13,1,1,3,4,0,2,1,2,19.3,82.0,11.06,1
10371,2012-03-13,1,1,3,5,0,2,1,2,19.3,82.0,11.06,24
10372,2012-03-13,1,1,3,6,0,2,1,3,19.3,82.0,11.06,113
10373,2012-03-13,1,1,3,7,0,2,1,2,19.3,82.0,16.16,308
10374,2012-03-13,1,1,3,8,0,2,1,1,19.3,82.0,16.16,593
10375,2012-03-13,1,1,3,9,0,2,1,1,20.1,82.0,16.16,342
10376,2012-03-13,1,1,3,10,0,2,1,1,21.7,77.0,12.76,143
10377,2012-03-13,1,1,3,11,0,2,1,1,22.5,73.0,16.16,219
10378,2012-03-13,1,1,3,12,0,2,1,1,24.9,60.0,16.16,244
10379,2012-03-13,1,1,3,13,0,2,1,1,24.9,60.0,22.12,233
10380,2012-03-13,1,1,3,14,0,2,1,1,26.5,53.0,18.72,212
10381,2012-03-13,1,1,3,15,0,2,1,1,28.9,39.0,12.76,264
10382,2012-03-13,1,1,3,16,0,2,1,1,29.7,34.0,22.12,365
10383,2012-03-13,1,1,3,17,0,2,1,1,28.9,37.0,5.96,676
10384,2012-03-13,1,1,3,18,0,2,1,1,28.9,34.0,17.01,734
10385,2012-03-13,1,1,3,19,0,2,1,1,26.5,47.0,12.76,479
10386,2012-03-13,1,1,3,20,0,2,1,1,24.9,49.0,9.36,351
10387,2012-03-13,1,1,3,21,0,2,1,1,24.1,56.00000000000001,5.96,244
10388,2012-03-13,1,1,3,22,0,2,1,1,23.3,60.0,5.11,170
10389,2012-03-13,1,1,3,23,0,2,1,1,23.3,56.00000000000001,7.65,87
10390,2012-03-14,1,1,3,0,0,3,1,1,22.5,60.0,5.96,39
10391,2012-03-14,1,1,3,1,0,3,1,1,21.7,63.0,5.11,27
10392,2012-03-14,1,1,3,2,0,3,1,1,20.9,68.0,11.06,2
10393,2012-03-14,1,1,3,3,0,3,1,1,20.1,72.0,11.06,4
10394,2012-03-14,1,1,3,4,0,3,1,1,20.1,67.0,5.11,5
10395,2012-03-14,1,1,3,5,0,3,1,1,18.5,82.0,7.65,27
10396,2012-03-14,1,1,3,6,0,3,1,1,18.5,82.0,5.11,121
10397,2012-03-14,1,1,3,7,0,3,1,1,18.5,82.0,5.96,368
10398,2012-03-14,1,1,3,8,0,3,1,1,18.5,82.0,0.0,662
10399,2012-03-14,1,1,3,9,0,3,1,1,21.7,68.0,0.0,351
10400,2012-03-14,1,1,3,10,0,3,1,1,23.3,56.00000000000001,5.96,188
10401,2012-03-14,1,1,3,11,0,3,1,2,25.7,41.0,9.36,220
10402,2012-03-14,1,1,3,12,0,3,1,2,26.5,29.0,0.0,267
10403,2012-03-14,1,1,3,13,0,3,1,1,27.3,27.0,12.76,254
10404,2012-03-14,1,1,3,14,0,3,1,1,28.9,23.0,18.72,224
10405,2012-03-14,1,1,3,15,0,3,1,1,28.9,24.0,0.0,283
10406,2012-03-14,1,1,3,16,0,3,1,1,29.7,25.0,11.06,356
10407,2012-03-14,1,1,3,17,0,3,1,1,28.9,28.000000000000004,5.11,782
10408,2012-03-14,1,1,3,18,0,3,1,1,28.9,32.0,0.0,749
10409,2012-03-14,1,1,3,19,0,3,1,1,26.5,33.0,9.36,472
10410,2012-03-14,1,1,3,20,0,3,1,1,25.7,35.0,5.96,330
10411,2012-03-14,1,1,3,21,0,3,1,1,24.9,40.0,5.11,288
10412,2012-03-14,1,1,3,22,0,3,1,1,21.7,55.00000000000001,7.65,202
10413,2012-03-14,1,1,3,23,0,3,1,1,23.3,43.0,9.36,91
10414,2012-03-15,1,1,3,0,0,4,1,1,22.5,49.0,7.65,60
10415,2012-03-15,1,1,3,1,0,4,1,1,20.9,59.0,5.96,23
10416,2012-03-15,1,1,3,2,0,4,1,1,20.9,59.0,0.0,19
10417,2012-03-15,1,1,3,3,0,4,1,1,20.9,63.0,0.0,7
10418,2012-03-15,1,1,3,4,0,4,1,1,18.5,77.0,5.96,14
10419,2012-03-15,1,1,3,5,0,4,1,1,19.3,67.0,0.0,26
10420,2012-03-15,1,1,3,6,0,4,1,1,18.5,72.0,5.11,117
10421,2012-03-15,1,1,3,7,0,4,1,1,18.5,72.0,5.11,381
10422,2012-03-15,1,1,3,8,0,4,1,1,18.5,77.0,5.96,623
10423,2012-03-15,1,1,3,9,0,4,1,1,20.1,77.0,5.11,315
10424,2012-03-15,1,1,3,10,0,4,1,1,21.7,68.0,5.96,164
10425,2012-03-15,1,1,3,11,0,4,1,1,23.3,60.0,7.65,211
10426,2012-03-15,1,1,3,12,0,4,1,2,25.7,50.0,7.65,265
10427,2012-03-15,1,1,3,13,0,4,1,2,27.3,41.0,5.11,273
10428,2012-03-15,1,1,3,14,0,4,1,2,29.7,30.0,5.96,258
10429,2012-03-15,1,1,3,15,0,4,1,1,29.7,32.0,12.76,287
10430,2012-03-15,1,1,3,16,0,4,1,1,29.7,37.0,22.12,426
10431,2012-03-15,1,1,3,17,0,4,1,1,28.9,39.0,14.46,713
10432,2012-03-15,1,1,3,18,0,4,1,1,27.3,44.0,16.16,746
10433,2012-03-15,1,1,3,19,0,4,1,2,26.5,50.0,11.06,425
10434,2012-03-15,1,1,3,20,0,4,1,2,24.1,60.0,20.42,330
10435,2012-03-15,1,1,3,21,0,4,1,1,22.5,68.0,16.16,243
10436,2012-03-15,1,1,3,22,0,4,1,1,21.7,68.0,7.65,169
10437,2012-03-15,1,1,3,23,0,4,1,1,20.1,72.0,11.06,97
10438,2012-03-16,1,1,3,0,0,5,1,1,18.5,77.0,14.46,57
10439,2012-03-16,1,1,3,1,0,5,1,2,17.7,82.0,18.72,26
10440,2012-03-16,1,1,3,2,0,5,1,2,17.7,82.0,11.06,4
10441,2012-03-16,1,1,3,3,0,5,1,2,16.9,87.0,16.16,3
10442,2012-03-16,1,1,3,4,0,5,1,2,16.9,87.0,14.46,3
10443,2012-03-16,1,1,3,5,0,5,1,2,16.9,87.0,12.76,32
10444,2012-03-16,1,1,3,6,0,5,1,2,16.9,87.0,9.36,99
10445,2012-03-16,1,1,3,7,0,5,1,2,16.9,87.0,11.06,278
10446,2012-03-16,1,1,3,8,0,5,1,2,16.9,87.0,12.76,562
10447,2012-03-16,1,1,3,9,0,5,1,2,17.7,82.0,0.0,312
10448,2012-03-16,1,1,3,10,0,5,1,2,16.9,87.0,5.11,180
10449,2012-03-16,1,1,3,11,0,5,1,2,18.5,77.0,0.0,207
10450,2012-03-16,1,1,3,12,0,5,1,2,18.5,82.0,7.65,294
10451,2012-03-16,1,1,3,13,0,5,1,2,19.3,77.0,5.11,260
10452,2012-03-16,1,1,3,14,0,5,1,2,20.1,72.0,0.0,202
10453,2012-03-16,1,1,3,15,0,5,1,3,19.3,82.0,5.96,107
10454,2012-03-16,1,1,3,16,0,5,1,3,20.1,77.0,0.0,129
10455,2012-03-16,1,1,3,17,0,5,1,3,20.1,82.0,5.11,258
10456,2012-03-16,1,1,3,18,0,5,1,3,20.1,82.0,5.11,408
10457,2012-03-16,1,1,3,19,0,5,1,2,19.3,88.0,0.0,296
10458,2012-03-16,1,1,3,20,0,5,1,1,19.3,88.0,0.0,235
10459,2012-03-16,1,1,3,21,0,5,1,2,18.5,94.0,0.0,152
10460,2012-03-16,1,1,3,22,0,5,1,2,18.5,94.0,0.0,148
10461,2012-03-16,1,1,3,23,0,5,1,2,18.5,94.0,0.0,126
10462,2012-03-17,1,1,3,0,0,6,0,2,18.5,94.0,5.11,100
10463,2012-03-17,1,1,3,1,0,6,0,2,18.5,94.0,0.0,69
10464,2012-03-17,1,1,3,2,0,6,0,2,18.5,88.0,0.0,42
10465,2012-03-17,1,1,3,3,0,6,0,2,18.5,88.0,0.0,26
10466,2012-03-17,1,1,3,4,0,6,0,2,17.7,94.0,0.0,2
10467,2012-03-17,1,1,3,5,0,6,0,2,17.7,94.0,5.11,8
10468,2012-03-17,1,1,3,6,0,6,0,2,17.7,94.0,11.06,30
10469,2012-03-17,1,1,3,7,0,6,0,2,16.9,100.0,7.65,86
10470,2012-03-17,1,1,3,8,0,6,0,2,17.7,94.0,5.96,218
10471,2012-03-17,1,1,3,9,0,6,0,2,18.5,88.0,5.11,321
10472,2012-03-17,1,1,3,10,0,6,0,2,20.9,77.0,5.11,443
10473,2012-03-17,1,1,3,11,0,6,0,2,21.7,77.0,7.65,585
10474,2012-03-17,1,1,3,12,0,6,0,1,23.3,68.0,9.36,651
10475,2012-03-17,1,1,3,13,0,6,0,1,24.9,60.0,5.96,686
10476,2012-03-17,1,1,3,14,0,6,0,1,25.7,53.0,5.11,690
10477,2012-03-17,1,1,3,15,0,6,0,1,26.5,53.0,7.65,679
10478,2012-03-17,1,1,3,16,0,6,0,1,26.5,50.0,0.0,685
10479,2012-03-17,1,1,3,17,0,6,0,1,26.5,50.0,7.65,648
10480,2012-03-17,1,1,3,18,0,6,0,1,25.7,56.99999999999999,17.01,560
10481,2012-03-17,1,1,3,19,0,6,0,1,24.1,64.0,16.16,417
10482,2012-03-17,1,1,3,20,0,6,0,1,23.3,64.0,11.06,271
10483,2012-03-17,1,1,3,21,0,6,0,1,22.5,68.0,9.36,223
10484,2012-03-17,1,1,3,22,0,6,0,1,22.5,68.0,0.0,211
10485,2012-03-17,1,1,3,23,0,6,0,1,20.9,77.0,9.36,185
10486,2012-03-18,1,1,3,0,0,0,0,1,19.3,88.0,11.06,107
10487,2012-03-18,1,1,3,1,0,0,0,1,19.3,82.0,7.65,113
10488,2012-03-18,1,1,3,2,0,0,0,2,19.3,82.0,5.96,56
10489,2012-03-18,1,1,3,3,0,0,0,2,18.5,88.0,7.65,18
10490,2012-03-18,1,1,3,4,0,0,0,2,17.7,94.0,9.36,14
10491,2012-03-18,1,1,3,5,0,0,0,2,16.9,94.0,5.96,6
10492,2012-03-18,1,1,3,6,0,0,0,2,16.9,94.0,5.96,11
10493,2012-03-18,1,1,3,7,0,0,0,3,17.7,88.0,9.36,42
10494,2012-03-18,1,1,3,8,0,0,0,2,17.7,88.0,5.96,96
10495,2012-03-18,1,1,3,9,0,0,0,2,17.7,88.0,5.11,178
10496,2012-03-18,1,1,3,10,0,0,0,2,17.7,88.0,5.96,351
10497,2012-03-18,1,1,3,11,0,0,0,2,18.5,82.0,9.36,368
10498,2012-03-18,1,1,3,12,0,0,0,2,18.5,88.0,7.65,503
10499,2012-03-18,1,1,3,13,0,0,0,2,19.3,82.0,9.36,544
10500,2012-03-18,1,1,3,14,0,0,0,2,20.9,77.0,5.11,521
10501,2012-03-18,1,1,3,15,0,0,0,1,22.5,68.0,5.11,554
10502,2012-03-18,1,1,3,16,0,0,0,1,22.5,73.0,5.11,541
10503,2012-03-18,1,1,3,17,0,0,0,1,23.3,64.0,5.11,541
10504,2012-03-18,1,1,3,18,0,0,0,1,23.3,64.0,9.36,459
10505,2012-03-18,1,1,3,19,0,0,0,1,23.3,64.0,9.36,352
10506,2012-03-18,1,1,3,20,0,0,0,1,21.7,77.0,7.65,198
10507,2012-03-18,1,1,3,21,0,0,0,1,21.7,72.0,5.11,173
10508,2012-03-18,1,1,3,22,0,0,0,1,20.9,77.0,5.96,100
10509,2012-03-18,1,1,3,23,0,0,0,1,20.1,82.0,9.36,46
10510,2012-03-19,1,1,3,0,0,1,1,1,20.1,82.0,5.96,23
10511,2012-03-19,1,1,3,1,0,1,1,1,19.3,88.0,5.96,15
10512,2012-03-19,1,1,3,2,0,1,1,1,19.3,88.0,9.36,8
10513,2012-03-19,1,1,3,3,0,1,1,1,19.3,88.0,5.11,2
10514,2012-03-19,1,1,3,4,0,1,1,1,18.5,94.0,0.0,3
10515,2012-03-19,1,1,3,5,0,1,1,1,18.5,94.0,0.0,31
10516,2012-03-19,1,1,3,6,0,1,1,1,19.3,88.0,7.65,120
10517,2012-03-19,1,1,3,7,0,1,1,1,19.3,88.0,11.06,354
10518,2012-03-19,1,1,3,8,0,1,1,1,19.3,88.0,5.96,579
10519,2012-03-19,1,1,3,9,0,1,1,1,20.9,72.0,9.36,331
10520,2012-03-19,1,1,3,10,0,1,1,1,21.7,72.0,7.65,184
10521,2012-03-19,1,1,3,11,0,1,1,1,23.3,68.0,9.36,201
10522,2012-03-19,1,1,3,12,0,1,1,1,24.9,64.0,14.46,282
10523,2012-03-19,1,1,3,13,0,1,1,1,25.7,61.0,14.46,263
10524,2012-03-19,1,1,3,14,0,1,1,2,26.5,56.99999999999999,11.06,260
10525,2012-03-19,1,1,3,15,0,1,1,1,26.5,56.99999999999999,12.76,286
10526,2012-03-19,1,1,3,16,0,1,1,1,27.3,50.0,12.76,385
10527,2012-03-19,1,1,3,17,0,1,1,1,26.5,53.0,12.76,721
10528,2012-03-19,1,1,3,18,0,1,1,1,26.5,56.99999999999999,14.46,801
10529,2012-03-19,1,1,3,19,0,1,1,1,25.7,61.0,12.76,549
10530,2012-03-19,1,1,3,20,0,1,1,1,24.9,64.0,12.76,330
10531,2012-03-19,1,1,3,21,0,1,1,1,24.9,64.0,9.36,223
10532,2012-03-19,1,1,3,22,0,1,1,2,23.3,73.0,9.36,148
10533,2012-03-19,1,1,3,23,0,1,1,2,23.3,78.0,7.65,54
10534,2012-03-20,1,1,3,0,0,2,1,2,23.3,78.0,5.11,29
10535,2012-03-20,1,1,3,1,0,2,1,1,22.5,88.0,0.0,15
10536,2012-03-20,1,1,3,2,0,2,1,1,22.5,88.0,5.11,10
10537,2012-03-20,1,1,3,3,0,2,1,2,22.5,88.0,0.0,3
10538,2012-03-20,1,1,3,4,0,2,1,2,21.7,88.0,7.65,6
10539,2012-03-20,1,1,3,5,0,2,1,2,21.7,94.0,0.0,20
10540,2012-03-20,1,1,3,6,0,2,1,2,21.7,94.0,9.36,100
10541,2012-03-20,1,1,3,7,0,2,1,3,21.7,94.0,12.76,170
10542,2012-03-20,1,1,3,8,0,2,1,2,21.7,88.0,5.96,516
10543,2012-03-20,1,1,3,9,0,2,1,2,22.5,88.0,9.36,325
10544,2012-03-20,1,1,3,10,0,2,1,1,22.5,88.0,11.06,163
10545,2012-03-20,1,1,3,11,0,2,1,1,24.1,83.0,7.65,230
10546,2012-03-20,1,1,3,12,0,2,1,1,24.9,78.0,14.46,261
10547,2012-03-20,1,1,3,13,0,2,1,1,24.9,78.0,11.06,284
10548,2012-03-20,1,1,3,14,0,2,1,2,24.9,73.0,9.36,248
10549,2012-03-20,1,1,3,15,0,2,1,2,25.7,69.0,5.96,244
10550,2012-03-20,1,1,3,16,0,2,1,1,25.7,66.0,12.76,431
10551,2012-03-20,1,1,3,17,0,2,1,1,24.9,73.0,11.06,750
10552,2012-03-20,1,1,3,18,0,2,1,1,24.9,69.0,14.46,801
10553,2012-03-20,1,1,3,19,0,2,1,1,24.1,73.0,7.65,555
10554,2012-03-20,1,1,3,20,0,2,1,1,24.1,68.0,5.11,377
10555,2012-03-20,1,1,3,21,0,2,1,1,23.3,73.0,0.0,277
10556,2012-03-20,1,1,3,22,0,2,1,1,22.5,77.0,0.0,188
10557,2012-03-20,1,1,3,23,0,2,1,1,21.7,83.0,0.0,90
10558,2012-03-21,2,1,3,0,0,3,1,1,21.7,88.0,0.0,33
10559,2012-03-21,2,1,3,1,0,3,1,1,21.7,83.0,5.11,26
10560,2012-03-21,2,1,3,2,0,3,1,1,20.9,88.0,7.65,10
10561,2012-03-21,2,1,3,3,0,3,1,2,20.9,88.0,11.06,8
10562,2012-03-21,2,1,3,4,0,3,1,2,20.9,88.0,7.65,4
10563,2012-03-21,2,1,3,5,0,3,1,2,20.9,88.0,7.65,39
10564,2012-03-21,2,1,3,6,0,3,1,2,20.1,94.0,12.76,149
10565,2012-03-21,2,1,3,7,0,3,1,3,20.1,94.0,11.06,372
10566,2012-03-21,2,1,3,8,0,3,1,3,20.1,94.0,5.96,535
10567,2012-03-21,2,1,3,9,0,3,1,2,20.9,88.0,9.36,293
10568,2012-03-21,2,1,3,10,0,3,1,2,21.7,83.0,9.36,154
10569,2012-03-21,2,1,3,11,0,3,1,2,21.7,83.0,9.36,192
10570,2012-03-21,2,1,3,12,0,3,1,2,22.5,77.0,0.0,229
10571,2012-03-21,2,1,3,13,0,3,1,2,22.5,83.0,0.0,303
10572,2012-03-21,2,1,3,14,0,3,1,2,23.3,78.0,0.0,225
10573,2012-03-21,2,1,3,15,0,3,1,2,23.3,78.0,0.0,243
10574,2012-03-21,2,1,3,16,0,3,1,1,24.1,73.0,0.0,378
10575,2012-03-21,2,1,3,17,0,3,1,1,24.9,69.0,5.11,729
10576,2012-03-21,2,1,3,18,0,3,1,1,24.9,69.0,0.0,779
10577,2012-03-21,2,1,3,19,0,3,1,1,24.9,64.0,0.0,582
10578,2012-03-21,2,1,3,20,0,3,1,1,23.3,78.0,5.11,374
10579,2012-03-21,2,1,3,21,0,3,1,1,22.5,83.0,5.96,251
10580,2012-03-21,2,1,3,22,0,3,1,1,21.7,83.0,9.36,197
10581,2012-03-21,2,1,3,23,0,3,1,1,22.5,77.0,0.0,125
10582,2012-03-22,2,1,3,0,0,4,1,1,21.7,83.0,5.11,41
10583,2012-03-22,2,1,3,1,0,4,1,1,21.7,83.0,5.11,30
10584,2012-03-22,2,1,3,2,0,4,1,1,21.7,83.0,5.11,6
10585,2012-03-22,2,1,3,3,0,4,1,1,21.7,83.0,5.11,7
10586,2012-03-22,2,1,3,4,0,4,1,2,20.1,100.0,5.11,6
10587,2012-03-22,2,1,3,5,0,4,1,2,20.1,100.0,5.11,34
10588,2012-03-22,2,1,3,6,0,4,1,2,20.1,100.0,5.11,136
10589,2012-03-22,2,1,3,7,0,4,1,2,20.1,100.0,5.11,361
10590,2012-03-22,2,1,3,8,0,4,1,2,20.9,94.0,5.11,649
10591,2012-03-22,2,1,3,9,0,4,1,2,20.9,94.0,5.11,318
10592,2012-03-22,2,1,3,10,0,4,1,2,20.9,100.0,5.11,142
10593,2012-03-22,2,1,3,11,0,4,1,2,21.7,94.0,0.0,219
10594,2012-03-22,2,1,3,12,0,4,1,2,22.5,88.0,11.06,272
10595,2012-03-22,2,1,3,13,0,4,1,1,24.1,78.0,5.11,298
10596,2012-03-22,2,1,3,14,0,4,1,1,24.9,73.0,5.96,257
10597,2012-03-22,2,1,3,15,0,4,1,1,25.7,69.0,11.06,304
10598,2012-03-22,2,1,3,16,0,4,1,1,26.5,65.0,11.06,425
10599,2012-03-22,2,1,3,17,0,4,1,1,27.3,65.0,9.36,810
10600,2012-03-22,2,1,3,18,0,4,1,1,27.3,65.0,9.36,801
10601,2012-03-22,2,1,3,19,0,4,1,1,27.3,61.0,0.0,586
10602,2012-03-22,2,1,3,20,0,4,1,1,25.7,73.0,16.16,424
10603,2012-03-22,2,1,3,21,0,4,1,1,24.1,78.0,9.36,374
10604,2012-03-22,2,1,3,22,0,4,1,1,23.3,83.0,11.06,220
10605,2012-03-22,2,1,3,23,0,4,1,1,23.3,83.0,5.11,151
10606,2012-03-23,2,1,3,0,0,5,1,1,23.3,83.0,0.0,95
10607,2012-03-23,2,1,3,1,0,5,1,1,22.5,88.0,0.0,50
10608,2012-03-23,2,1,3,2,0,5,1,1,22.5,88.0,5.11,32
10609,2012-03-23,2,1,3,3,0,5,1,1,21.7,88.0,5.96,10
10610,2012-03-23,2,1,3,4,0,5,1,2,20.9,94.0,5.96,3
10611,2012-03-23,2,1,3,5,0,5,1,2,20.9,94.0,0.0,34
10612,2012-03-23,2,1,3,6,0,5,1,2,20.9,88.0,0.0,116
10613,2012-03-23,2,1,3,7,0,5,1,2,20.9,93.0,7.65,346
10614,2012-03-23,2,1,3,8,0,5,1,2,20.9,94.0,7.65,662
10615,2012-03-23,2,1,3,9,0,5,1,2,21.7,90.0,5.11,380
10616,2012-03-23,2,1,3,10,0,5,1,2,23.3,88.0,5.96,275
10617,2012-03-23,2,1,3,11,0,5,1,2,25.7,73.0,5.96,318
10618,2012-03-23,2,1,3,12,0,5,1,2,27.3,61.0,12.76,471
10619,2012-03-23,2,1,3,13,0,5,1,2,28.9,48.0,0.0,428
10620,2012-03-23,2,1,3,14,0,5,1,2,29.7,42.0,5.96,432
10621,2012-03-23,2,1,3,15,0,5,1,2,29.7,42.0,7.65,472
10622,2012-03-23,2,1,3,16,0,5,1,2,29.7,42.0,9.36,589
10623,2012-03-23,2,1,3,17,0,5,1,2,29.7,42.0,9.36,957
10624,2012-03-23,2,1,3,18,0,5,1,1,28.9,45.0,9.36,830
10625,2012-03-23,2,1,3,19,0,5,1,1,27.3,50.0,11.06,686
10626,2012-03-23,2,1,3,20,0,5,1,1,27.3,47.0,7.65,445
10627,2012-03-23,2,1,3,21,0,5,1,1,25.7,53.0,5.96,284
10628,2012-03-23,2,1,3,22,0,5,1,1,24.9,64.0,16.16,271
10629,2012-03-23,2,1,3,23,0,5,1,1,24.9,69.0,14.46,176
10630,2012-03-24,2,1,3,0,0,6,0,1,24.1,68.0,0.0,156
10631,2012-03-24,2,1,3,1,0,6,0,1,23.3,73.0,5.11,128
10632,2012-03-24,2,1,3,2,0,6,0,1,22.5,77.0,5.96,69
10633,2012-03-24,2,1,3,3,0,6,0,1,22.5,77.0,5.96,32
10634,2012-03-24,2,1,3,4,0,6,0,1,21.7,83.0,5.11,7
10635,2012-03-24,2,1,3,5,0,6,0,2,21.7,83.0,9.36,4
10636,2012-03-24,2,1,3,6,0,6,0,2,21.7,83.0,9.36,28
10637,2012-03-24,2,1,3,7,0,6,0,2,20.9,88.0,7.65,70
10638,2012-03-24,2,1,3,8,0,6,0,2,20.9,94.0,11.06,154
10639,2012-03-24,2,1,3,9,0,6,0,2,21.7,83.0,7.65,249
10640,2012-03-24,2,1,3,10,0,6,0,2,21.7,88.0,11.06,345
10641,2012-03-24,2,1,3,11,0,6,0,2,20.9,94.0,11.06,273
10642,2012-03-24,2,1,3,12,0,6,0,3,21.7,94.0,12.76,183
10643,2012-03-24,2,1,3,13,0,6,0,3,21.7,94.0,14.46,196
10644,2012-03-24,2,1,3,14,0,6,0,3,21.7,88.0,20.42,223
10645,2012-03-24,2,1,3,15,0,6,0,3,20.9,94.0,23.82,290
10646,2012-03-24,2,1,3,16,0,6,0,3,20.9,94.0,17.01,177
10647,2012-03-24,2,1,3,17,0,6,0,3,20.9,88.0,12.76,115
10648,2012-03-24,2,1,3,18,0,6,0,3,19.3,94.0,12.76,137
10649,2012-03-24,2,1,3,19,0,6,0,3,19.3,94.0,7.65,133
10650,2012-03-24,2,1,3,20,0,6,0,3,18.5,100.0,11.06,111
10651,2012-03-24,2,1,3,21,0,6,0,3,18.5,100.0,11.06,104
10652,2012-03-24,2,1,3,22,0,6,0,3,18.5,100.0,14.46,83
10653,2012-03-24,2,1,3,23,0,6,0,2,18.5,94.0,16.16,105
10654,2012-03-25,2,1,3,0,0,0,0,2,18.5,94.0,16.16,80
10655,2012-03-25,2,1,3,1,0,0,0,2,17.7,100.0,14.46,89
10656,2012-03-25,2,1,3,2,0,0,0,3,17.7,100.0,17.01,35
10657,2012-03-25,2,1,3,3,0,0,0,3,17.7,94.0,17.01,18
10658,2012-03-25,2,1,3,4,0,0,0,2,17.7,94.0,18.72,8
10659,2012-03-25,2,1,3,5,0,0,0,2,16.9,100.0,14.46,6
10660,2012-03-25,2,1,3,6,0,0,0,2,16.9,100.0,14.46,18
10661,2012-03-25,2,1,3,7,0,0,0,2,16.9,94.0,18.72,39
10662,2012-03-25,2,1,3,8,0,0,0,2,16.9,94.0,18.72,89
10663,2012-03-25,2,1,3,9,0,0,0,2,16.9,94.0,14.46,118
10664,2012-03-25,2,1,3,10,0,0,0,2,16.9,87.0,18.72,250
10665,2012-03-25,2,1,3,11,0,0,0,2,16.9,94.0,14.46,323
10666,2012-03-25,2,1,3,12,0,0,0,2,16.9,94.0,12.76,360
10667,2012-03-25,2,1,3,13,0,0,0,2,17.7,88.0,9.36,367
10668,2012-03-25,2,1,3,14,0,0,0,2,18.5,88.0,9.36,414
10669,2012-03-25,2,1,3,15,0,0,0,2,18.5,88.0,11.06,421
10670,2012-03-25,2,1,3,16,0,0,0,1,20.1,77.0,0.0,492
10671,2012-03-25,2,1,3,17,0,0,0,1,20.9,72.0,5.11,419
10672,2012-03-25,2,1,3,18,0,0,0,1,20.9,72.0,5.11,491
10673,2012-03-25,2,1,3,19,0,0,0,1,20.9,72.0,14.46,375
10674,2012-03-25,2,1,3,20,0,0,0,1,20.1,77.0,12.76,259
10675,2012-03-25,2,1,3,21,0,0,0,1,20.1,77.0,9.36,149
10676,2012-03-25,2,1,3,22,0,0,0,1,19.3,82.0,7.65,111
10677,2012-03-25,2,1,3,23,0,0,0,1,20.1,82.0,7.65,65
10678,2012-03-26,2,1,3,0,0,1,1,2,20.1,82.0,9.36,33
10679,2012-03-26,2,1,3,1,0,1,1,1,20.1,82.0,14.46,28
10680,2012-03-26,2,1,3,2,0,1,1,1,19.3,88.0,12.76,20
10681,2012-03-26,2,1,3,3,0,1,1,1,19.3,82.0,11.06,1
10682,2012-03-26,2,1,3,4,0,1,1,1,18.5,82.0,9.36,4
10683,2012-03-26,2,1,3,5,0,1,1,1,18.5,77.0,9.36,36
10684,2012-03-26,2,1,3,6,0,1,1,1,17.7,82.0,11.06,117
10685,2012-03-26,2,1,3,7,0,1,1,1,18.5,72.0,11.06,370
10686,2012-03-26,2,1,3,8,0,1,1,1,18.5,62.0,12.76,657
10687,2012-03-26,2,1,3,9,0,1,1,1,19.3,47.0,16.16,282
10688,2012-03-26,2,1,3,10,0,1,1,1,20.9,36.0,33.18,153
10689,2012-03-26,2,1,3,11,0,1,1,1,20.1,31.0,33.18,178
10690,2012-03-26,2,1,3,12,0,1,1,1,20.1,33.0,29.78,279
10691,2012-03-26,2,1,3,13,0,1,1,1,20.1,29.0,39.13,301
10692,2012-03-26,2,1,3,14,0,1,1,1,20.1,33.0,25.52,217
10693,2012-03-26,2,1,3,15,0,1,1,1,20.1,29.0,34.88,223
10694,2012-03-26,2,1,3,16,0,1,1,1,20.1,25.0,36.58,305
10695,2012-03-26,2,1,3,17,0,1,1,1,19.3,24.0,25.52,664
10696,2012-03-26,2,1,3,18,0,1,1,1,18.5,26.0,25.52,684
10697,2012-03-26,2,1,3,19,0,1,1,1,17.7,24.0,20.42,458
10698,2012-03-26,2,1,3,20,0,1,1,1,16.9,26.0,29.78,221
10699,2012-03-26,2,1,3,21,0,1,1,1,16.1,25.0,28.07,186
10700,2012-03-26,2,1,3,22,0,1,1,1,15.3,25.0,20.42,93
10701,2012-03-26,2,1,3,23,0,1,1,1,14.5,25.0,29.78,48
10702,2012-03-27,2,1,3,0,0,2,1,1,13.7,26.0,29.78,10
10703,2012-03-27,2,1,3,1,0,2,1,1,12.9,26.0,26.37,5
10704,2012-03-27,2,1,3,2,0,2,1,1,11.3,30.0,17.01,7
10705,2012-03-27,2,1,3,3,0,2,1,1,11.3,30.0,18.72,4
10706,2012-03-27,2,1,3,4,0,2,1,1,10.5,32.0,20.42,3
